mode: set
miniclaudecode-go/skills/loader.go:49.58,50.23 1 1
miniclaudecode-go/tools/file_read.go:449.106,451.3 1 1
miniclaudecode-go/tools/file_read.go:454.2,454.103 1 1
miniclaudecode-go/tools/file_read.go:454.103,456.3 1 1
miniclaudecode-go/tools/file_read.go:458.2,458.14 1 1
miniclaudecode-go/tools/file_read.go:464.34,468.2 2 1
miniclaudecode-go/tools/file_write.go:15.61,17.62 2 1
miniclaudecode-go/tools/file_write.go:17.62,20.3 2 0
miniclaudecode-go/tools/file_write.go:21.2,21.49 1 1
miniclaudecode-go/tools/file_write.go:21.49,25.3 2 0
miniclaudecode-go/tools/file_write.go:26.2,26.12 1 1
miniclaudecode-go/tools/file_write.go:35.58,37.2 1 1
miniclaudecode-go/tools/file_write.go:39.37,39.60 1 1
miniclaudecode-go/tools/file_write.go:40.44,49.2 1 1
miniclaudecode-go/tools/file_write.go:51.52,66.2 1 1
miniclaudecode-go/tools/file_write.go:68.80,70.19 2 1
miniclaudecode-go/tools/file_write.go:70.19,72.3 1 1
miniclaudecode-go/tools/file_write.go:73.2,73.44 1 1
miniclaudecode-go/tools/file_write.go:76.67,78.19 2 1
miniclaudecode-go/tools/file_write.go:78.19,80.3 1 1
miniclaudecode-go/tools/file_write.go:81.2,84.33 3 1
miniclaudecode-go/tools/file_write.go:84.33,86.3 1 1
miniclaudecode-go/tools/file_write.go:88.2,91.19 2 1
miniclaudecode-go/tools/file_write.go:91.19,93.3 1 1
miniclaudecode-go/tools/file_write.go:96.2,96.23 1 1
miniclaudecode-go/tools/file_write.go:96.23,97.64 1 1
miniclaudecode-go/tools/file_write.go:97.64,99.4 1 0
miniclaudecode-go/tools/file_write.go:102.2,103.48 2 1
miniclaudecode-go/tools/file_write.go:103.48,105.3 1 0
miniclaudecode-go/tools/file_write.go:106.2,106.65 1 1
miniclaudecode-go/tools/file_write.go:106.65,108.3 1 0
miniclaudecode-go/tools/file_write.go:110.2,110.23 1 1
miniclaudecode-go/tools/file_write.go:110.23,112.3 1 1
miniclaudecode-go/tools/file_write.go:114.2,119.34 3 1
miniclaudecode-go/tools/file_write.go:119.34,122.3 2 0
miniclaudecode-go/tools/file_write.go:123.2,123.32 1 1
miniclaudecode-go/tools/fileops.go:15.42,15.62 1 1
miniclaudecode-go/tools/fileops.go:16.42,16.199 1 0
miniclaudecode-go/tools/fileops.go:18.50,54.2 1 1
miniclaudecode-go/tools/fileops.go:56.78,58.19 2 1
miniclaudecode-go/tools/fileops.go:58.19,60.3 1 1
miniclaudecode-go/tools/fileops.go:62.2,63.19 2 1
miniclaudecode-go/tools/fileops.go:63.19,64.94 1 1
miniclaudecode-go/tools/fileops.go:64.94,66.4 1 1
miniclaudecode-go/tools/fileops.go:68.2,68.44 1 1
miniclaudecode-go/tools/fileops.go:71.63,74.19 3 1
miniclaudecode-go/tools/fileops.go:74.19,76.3 1 1
miniclaudecode-go/tools/fileops.go:78.2,80.19 2 1
miniclaudecode-go/tools/fileops.go:81.15,82.29 1 0
miniclaudecode-go/tools/fileops.go:83.32,84.22 1 0
miniclaudecode-go/tools/fileops.go:85.23,86.25 1 0
miniclaudecode-go/tools/fileops.go:87.12,88.28 1 0
miniclaudecode-go/tools/fileops.go:89.12,90.28 1 0
miniclaudecode-go/tools/fileops.go:91.15,92.31 1 0
miniclaudecode-go/tools/fileops.go:93.15,94.29 1 0
miniclaudecode-go/tools/fileops.go:95.12,96.28 1 0
miniclaudecode-go/tools/fileops.go:97.10,98.99 1 1
miniclaudecode-go/tools/fileops.go:102.61,104.53 2 0
miniclaudecode-go/tools/fileops.go:104.53,107.17 3 0
miniclaudecode-go/tools/fileops.go:107.17,109.4 1 0
miniclaudecode-go/tools/fileops.go:111.2,111.48 1 0
miniclaudecode-go/tools/fileops.go:111.48,113.3 1 0
miniclaudecode-go/tools/fileops.go:114.2,114.71 1 0
miniclaudecode-go/tools/fileops.go:117.39,118.40 1 0
miniclaudecode-go/tools/fileops.go:118.40,121.25 1 0
miniclaudecode-go/tools/fileops.go:121.25,123.44 2 0
miniclaudecode-go/tools/fileops.go:123.44,125.5 1 0
miniclaudecode-go/tools/fileops.go:127.3,127.83 1 0
miniclaudecode-go/tools/fileops.go:129.2,129.61 1 0
miniclaudecode-go/tools/fileops.go:132.42,137.79 2 1
miniclaudecode-go/tools/fileops.go:137.79,139.3 1 1
miniclaudecode-go/tools/fileops.go:140.2,140.43 1 0
miniclaudecode-go/tools/fileops.go:140.43,142.3 1 0
miniclaudecode-go/tools/fileops.go:143.2,143.73 1 0
miniclaudecode-go/tools/fileops.go:146.59,148.19 2 1
miniclaudecode-go/tools/fileops.go:148.19,150.3 1 1
miniclaudecode-go/tools/fileops.go:151.2,152.45 2 0
miniclaudecode-go/tools/fileops.go:152.45,154.47 1 0
miniclaudecode-go/tools/fileops.go:154.47,156.4 1 0
miniclaudecode-go/tools/fileops.go:157.3,157.20 1 0
miniclaudecode-go/tools/fileops.go:159.2,159.69 1 0
miniclaudecode-go/tools/fileops.go:162.59,164.19 2 1
miniclaudecode-go/tools/fileops.go:164.19,166.3 1 1
miniclaudecode-go/tools/fileops.go:167.2,168.44 2 0
miniclaudecode-go/tools/fileops.go:168.44,170.3 1 0
miniclaudecode-go/tools/fileops.go:171.2,171.70 1 0
miniclaudecode-go/tools/fileops.go:174.62,176.19 2 1
miniclaudecode-go/tools/fileops.go:176.19,178.3 1 1
miniclaudecode-go/tools/fileops.go:179.2,180.44 2 0
miniclaudecode-go/tools/fileops.go:180.44,182.3 1 0
miniclaudecode-go/tools/fileops.go:183.2,183.80 1 0
miniclaudecode-go/tools/fileops.go:186.61,189.19 3 1
miniclaudecode-go/tools/fileops.go:189.19,192.17 3 1
miniclaudecode-go/tools/fileops.go:192.17,194.4 1 1
miniclaudecode-go/tools/fileops.go:195.3,195.27 1 0
miniclaudecode-go/tools/fileops.go:197.2,197.45 1 1
miniclaudecode-go/tools/fileops.go:197.45,199.3 1 1
miniclaudecode-go/tools/fileops.go:200.2,200.19 1 0
miniclaudecode-go/tools/fileops.go:200.19,202.3 1 0
miniclaudecode-go/tools/fileops.go:203.2,203.83 1 0
miniclaudecode-go/tools/fileops.go:206.60,208.19 2 1
miniclaudecode-go/tools/fileops.go:208.19,210.3 1 1
miniclaudecode-go/tools/fileops.go:211.2,214.38 3 0
miniclaudecode-go/tools/fileops.go:214.38,216.3 1 0
miniclaudecode-go/tools/fileops.go:217.2,220.11 2 0
miniclaudecode-go/tools/fileops.go:220.11,222.3 1 0
miniclaudecode-go/tools/fileops.go:224.2,225.13 2 0
miniclaudecode-go/tools/fileops.go:225.13,227.3 1 0
miniclaudecode-go/tools/fileops.go:227.8,229.3 1 0
miniclaudecode-go/tools/fileops.go:230.2,230.16 1 0
miniclaudecode-go/tools/fileops.go:230.16,232.43 1 0
miniclaudecode-go/tools/fileops.go:232.43,234.4 1 0
miniclaudecode-go/tools/fileops.go:235.3,235.88 1 0
miniclaudecode-go/tools/fileops.go:237.2,238.14 2 0
miniclaudecode-go/tools/fileops.go:238.14,240.3 1 0
miniclaudecode-go/tools/fileops.go:241.2,241.85 1 0
miniclaudecode-go/tools/fileops.go:245.39,247.16 2 1
miniclaudecode-go/tools/fileops.go:247.16,249.3 1 1
miniclaudecode-go/tools/fileops.go:250.2,250.40 1 0
miniclaudecode-go/tools/fileops.go:254.39,256.16 2 1
miniclaudecode-go/tools/fileops.go:256.16,258.3 1 1
miniclaudecode-go/tools/fileops.go:259.2,259.19 1 0
miniclaudecode-go/tools/fileops.go:259.19,261.3 1 0
miniclaudecode-go/tools/fileops.go:262.2,262.55 1 0
miniclaudecode-go/tools/fileops.go:262.55,264.3 1 0
miniclaudecode-go/tools/fileops.go:265.2,266.16 2 0
miniclaudecode-go/tools/fileops.go:266.16,268.3 1 0
miniclaudecode-go/tools/fileops.go:269.2,269.32 1 0
miniclaudecode-go/tools/fileops.go:269.32,272.20 3 0
miniclaudecode-go/tools/fileops.go:272.20,273.54 1 0
miniclaudecode-go/tools/fileops.go:273.54,275.5 1 0
miniclaudecode-go/tools/fileops.go:276.9,277.54 1 0
miniclaudecode-go/tools/fileops.go:277.54,279.5 1 0
miniclaudecode-go/tools/fileops.go:282.2,282.12 1 0
miniclaudecode-go/tools/filesystem_safety.go:36.54,40.19 2 1
miniclaudecode-go/tools/filesystem_safety.go:40.19,42.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:45.2,46.31 2 1
miniclaudecode-go/tools/filesystem_safety.go:46.31,48.45 2 1
miniclaudecode-go/tools/filesystem_safety.go:48.45,50.24 1 1
miniclaudecode-go/tools/filesystem_safety.go:50.24,52.93 2 1
miniclaudecode-go/tools/filesystem_safety.go:52.93,53.14 1 1
miniclaudecode-go/tools/filesystem_safety.go:56.4,56.23 1 1
miniclaudecode-go/tools/filesystem_safety.go:56.23,58.5 1 1
miniclaudecode-go/tools/filesystem_safety.go:63.2,63.23 1 1
miniclaudecode-go/tools/filesystem_safety.go:63.23,65.49 2 1
miniclaudecode-go/tools/filesystem_safety.go:65.49,66.50 1 1
miniclaudecode-go/tools/filesystem_safety.go:66.50,68.5 1 1
miniclaudecode-go/tools/filesystem_safety.go:72.2,72.18 1 1
miniclaudecode-go/tools/filesystem_safety.go:78.66,81.19 1 1
miniclaudecode-go/tools/filesystem_safety.go:81.19,83.34 2 1
miniclaudecode-go/tools/filesystem_safety.go:83.34,85.4 1 1
miniclaudecode-go/tools/filesystem_safety.go:88.2,88.35 1 1
miniclaudecode-go/tools/filesystem_safety.go:88.35,90.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:92.2,93.70 1 1
miniclaudecode-go/tools/filesystem_safety.go:93.70,95.3 1 0
miniclaudecode-go/tools/filesystem_safety.go:97.2,97.43 1 1
miniclaudecode-go/tools/filesystem_safety.go:97.43,99.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:101.2,101.36 1 1
miniclaudecode-go/tools/filesystem_safety.go:101.36,103.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:105.2,105.36 1 1
miniclaudecode-go/tools/filesystem_safety.go:105.36,107.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:109.2,109.21 1 1
miniclaudecode-go/tools/filesystem_safety.go:109.21,111.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:112.2,112.18 1 1
miniclaudecode-go/tools/filesystem_safety.go:120.47,121.26 1 1
miniclaudecode-go/tools/filesystem_safety.go:121.26,122.16 1 1
miniclaudecode-go/tools/filesystem_safety.go:122.16,124.4 1 1
miniclaudecode-go/tools/filesystem_safety.go:126.2,126.11 1 1
miniclaudecode-go/tools/filesystem_safety.go:132.63,134.72 1 1
miniclaudecode-go/tools/filesystem_safety.go:134.72,139.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:142.2,142.30 1 1
miniclaudecode-go/tools/filesystem_safety.go:142.30,147.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:150.2,150.60 1 1
miniclaudecode-go/tools/filesystem_safety.go:150.60,155.3 1 1
miniclaudecode-go/tools/filesystem_safety.go:157.2,157.38 1 1
miniclaudecode-go/tools/filesystem_safety.go:163.43,172.41 3 1
miniclaudecode-go/tools/filesystem_safety.go:172.41,173.78 1 1
miniclaudecode-go/tools/filesystem_safety.go:173.78,175.4 1 1
miniclaudecode-go/tools/filesystem_safety.go:177.2,177.14 1 1
miniclaudecode-go/tools/git_tool.go:17.34,17.50 1 0
miniclaudecode-go/tools/git_tool.go:18.38,20.2 1 0
miniclaudecode-go/tools/git_tool.go:22.54,160.2 1 0
miniclaudecode-go/tools/git_tool.go:166.82,171.73 3 1
miniclaudecode-go/tools/git_tool.go:171.73,173.3 1 0
miniclaudecode-go/tools/git_tool.go:177.2,177.38 1 1
miniclaudecode-go/tools/git_tool.go:180.67,182.2 1 1
miniclaudecode-go/tools/git_tool.go:184.95,186.2 1 0
miniclaudecode-go/tools/git_tool.go:188.80,190.21 2 1
miniclaudecode-go/tools/git_tool.go:190.21,192.3 1 0
miniclaudecode-go/tools/git_tool.go:195.2,195.25 1 1
miniclaudecode-go/tools/git_tool.go:195.25,197.56 2 1
miniclaudecode-go/tools/git_tool.go:197.56,199.4 1 1
miniclaudecode-go/tools/git_tool.go:199.9,201.4 1 1
miniclaudecode-go/tools/git_tool.go:202.3,202.33 1 1
miniclaudecode-go/tools/git_tool.go:206.2,206.23 1 0
miniclaudecode-go/tools/git_tool.go:206.23,208.60 2 0
miniclaudecode-go/tools/git_tool.go:208.60,210.4 1 0
miniclaudecode-go/tools/git_tool.go:217.2,218.26 2 0
miniclaudecode-go/tools/git_tool.go:218.26,220.3 1 0
miniclaudecode-go/tools/git_tool.go:220.8,220.33 1 0
miniclaudecode-go/tools/git_tool.go:220.33,223.3 1 0
miniclaudecode-go/tools/git_tool.go:223.8,224.56 1 0
miniclaudecode-go/tools/git_tool.go:224.56,226.4 1 0
miniclaudecode-go/tools/git_tool.go:226.9,228.4 1 0
miniclaudecode-go/tools/git_tool.go:232.2,232.72 1 0
miniclaudecode-go/tools/git_tool.go:232.72,234.19 2 0
miniclaudecode-go/tools/git_tool.go:234.19,237.22 2 0
miniclaudecode-go/tools/git_tool.go:237.22,242.5 1 0
miniclaudecode-go/tools/git_tool.go:243.4,243.45 1 0
miniclaudecode-go/tools/git_tool.go:243.45,248.5 1 0
miniclaudecode-go/tools/git_tool.go:252.2,253.16 2 0
miniclaudecode-go/tools/git_tool.go:253.16,255.3 1 0
miniclaudecode-go/tools/git_tool.go:258.2,263.23 4 0
miniclaudecode-go/tools/git_tool.go:263.23,265.3 1 0
miniclaudecode-go/tools/git_tool.go:265.8,267.3 1 0
miniclaudecode-go/tools/git_tool.go:269.2,269.19 1 0
miniclaudecode-go/tools/git_tool.go:269.19,271.24 2 0
miniclaudecode-go/tools/git_tool.go:271.24,273.4 1 0
miniclaudecode-go/tools/git_tool.go:274.3,277.4 1 0
miniclaudecode-go/tools/git_tool.go:280.2,280.48 1 0
miniclaudecode-go/tools/git_tool.go:658.55,659.19 1 0
miniclaudecode-go/tools/git_tool.go:660.14,661.22 1 0
miniclaudecode-go/tools/git_tool.go:662.13,663.21 1 0
miniclaudecode-go/tools/git_tool.go:664.14,665.22 1 0
miniclaudecode-go/tools/git_tool.go:666.16,667.24 1 0
miniclaudecode-go/tools/git_tool.go:668.16,669.24 1 0
miniclaudecode-go/tools/git_tool.go:670.16,671.28 1 0
miniclaudecode-go/tools/git_tool.go:672.13,673.21 1 0
miniclaudecode-go/tools/git_tool.go:674.16,675.24 1 0
miniclaudecode-go/tools/git_tool.go:676.15,677.23 1 0
miniclaudecode-go/tools/git_tool.go:678.15,679.23 1 0
miniclaudecode-go/tools/git_tool.go:680.16,681.24 1 0
miniclaudecode-go/tools/git_tool.go:682.14,683.22 1 0
miniclaudecode-go/tools/git_tool.go:684.14,685.22 1 0
miniclaudecode-go/tools/git_tool.go:686.10,687.13 1 0
miniclaudecode-go/tools/git_tool.go:693.63,695.19 2 0
miniclaudecode-go/tools/git_tool.go:695.19,699.3 1 0
miniclaudecode-go/tools/git_tool.go:701.2,701.29 1 0
miniclaudecode-go/tools/git_tool.go:701.29,702.17 1 0
miniclaudecode-go/tools/git_tool.go:702.17,703.12 1 0
miniclaudecode-go/tools/git_tool.go:707.3,707.19 1 0
miniclaudecode-go/tools/git_tool.go:707.19,708.9 1 0
miniclaudecode-go/tools/git_tool.go:712.3,712.74 1 0
miniclaudecode-go/tools/git_tool.go:712.74,714.74 1 0
miniclaudecode-go/tools/git_tool.go:714.74,715.13 1 0
miniclaudecode-go/tools/git_tool.go:717.4,717.101 1 0
miniclaudecode-go/tools/git_tool.go:721.3,721.36 1 0
miniclaudecode-go/tools/git_tool.go:721.36,722.12 1 0
miniclaudecode-go/tools/git_tool.go:726.3,728.16 3 0
miniclaudecode-go/tools/git_tool.go:728.16,730.4 1 0
miniclaudecode-go/tools/git_tool.go:733.3,734.14 2 0
miniclaudecode-go/tools/git_tool.go:734.14,737.4 1 0
miniclaudecode-go/tools/git_tool.go:738.3,738.14 1 0
miniclaudecode-go/tools/git_tool.go:738.14,740.4 1 0
miniclaudecode-go/tools/git_tool.go:743.3,743.23 1 0
miniclaudecode-go/tools/git_tool.go:744.20,745.17 1 0
miniclaudecode-go/tools/git_tool.go:745.17,747.5 1 0
miniclaudecode-go/tools/git_tool.go:748.22,750.17 2 0
miniclaudecode-go/tools/git_tool.go:750.17,752.5 1 0
miniclaudecode-go/tools/git_tool.go:752.10,752.31 1 0
miniclaudecode-go/tools/git_tool.go:752.31,755.5 2 0
miniclaudecode-go/tools/git_tool.go:756.4,756.22 1 0
miniclaudecode-go/tools/git_tool.go:756.22,758.5 1 0
miniclaudecode-go/tools/git_tool.go:759.4,759.31 1 0
miniclaudecode-go/tools/git_tool.go:759.31,760.27 1 0
miniclaudecode-go/tools/git_tool.go:760.27,762.6 1 0
miniclaudecode-go/tools/git_tool.go:764.22,766.38 1 0
miniclaudecode-go/tools/git_tool.go:766.38,768.5 1 0
miniclaudecode-go/tools/git_tool.go:772.2,772.12 1 0
miniclaudecode-go/tools/git_tool.go:776.76,777.19 1 1
miniclaudecode-go/tools/git_tool.go:778.15,779.27 1 0
miniclaudecode-go/tools/git_tool.go:779.27,780.34 1 0
miniclaudecode-go/tools/git_tool.go:780.34,782.5 1 0
miniclaudecode-go/tools/git_tool.go:784.14,785.27 1 0
miniclaudecode-go/tools/git_tool.go:785.27,786.35 1 0
miniclaudecode-go/tools/git_tool.go:786.35,788.5 1 0
miniclaudecode-go/tools/git_tool.go:790.15,791.27 1 0
miniclaudecode-go/tools/git_tool.go:791.27,792.35 1 0
miniclaudecode-go/tools/git_tool.go:792.35,794.5 1 0
miniclaudecode-go/tools/git_tool.go:796.16,797.27 1 0
miniclaudecode-go/tools/git_tool.go:797.27,798.17 1 0
miniclaudecode-go/tools/git_tool.go:798.17,800.5 1 0
miniclaudecode-go/tools/git_tool.go:803.2,803.18 1 1
miniclaudecode-go/tools/git_tool.go:806.71,810.19 3 1
miniclaudecode-go/tools/git_tool.go:811.15,813.17 2 0
miniclaudecode-go/tools/git_tool.go:813.17,815.4 1 0
miniclaudecode-go/tools/git_tool.go:816.3,818.53 3 0
miniclaudecode-go/tools/git_tool.go:818.53,820.4 1 0
miniclaudecode-go/tools/git_tool.go:822.14,824.53 2 0
miniclaudecode-go/tools/git_tool.go:824.53,826.4 1 0
miniclaudecode-go/tools/git_tool.go:828.13,830.42 2 0
miniclaudecode-go/tools/git_tool.go:830.42,832.4 1 0
miniclaudecode-go/tools/git_tool.go:832.9,832.70 1 0
miniclaudecode-go/tools/git_tool.go:832.70,834.4 1 0
miniclaudecode-go/tools/git_tool.go:834.9,836.4 1 0
miniclaudecode-go/tools/git_tool.go:838.16,840.20 2 0
miniclaudecode-go/tools/git_tool.go:840.20,842.4 1 0
miniclaudecode-go/tools/git_tool.go:843.3,843.42 1 0
miniclaudecode-go/tools/git_tool.go:843.42,845.4 1 0
miniclaudecode-go/tools/git_tool.go:845.9,847.4 1 0
miniclaudecode-go/tools/git_tool.go:848.3,848.59 1 0
miniclaudecode-go/tools/git_tool.go:848.59,850.4 1 0
miniclaudecode-go/tools/git_tool.go:852.14,854.59 2 0
miniclaudecode-go/tools/git_tool.go:854.59,856.60 2 0
miniclaudecode-go/tools/git_tool.go:856.60,858.5 1 0
miniclaudecode-go/tools/git_tool.go:861.14,863.59 2 0
miniclaudecode-go/tools/git_tool.go:863.59,865.60 2 0
miniclaudecode-go/tools/git_tool.go:865.60,867.5 1 0
miniclaudecode-go/tools/git_tool.go:870.15,872.59 2 0
miniclaudecode-go/tools/git_tool.go:872.59,874.4 1 0
miniclaudecode-go/tools/git_tool.go:876.16,878.55 2 0
miniclaudecode-go/tools/git_tool.go:878.55,881.4 1 0
miniclaudecode-go/tools/git_tool.go:881.9,884.4 1 0
miniclaudecode-go/tools/git_tool.go:886.18,889.63 2 1
miniclaudecode-go/tools/git_tool.go:889.63,890.28 1 1
miniclaudecode-go/tools/git_tool.go:890.28,891.31 1 1
miniclaudecode-go/tools/git_tool.go:891.31,893.11 2 1
miniclaudecode-go/tools/git_tool.go:897.3,897.56 1 1
miniclaudecode-go/tools/git_tool.go:897.56,899.4 1 1
miniclaudecode-go/tools/git_tool.go:900.3,900.59 1 1
miniclaudecode-go/tools/git_tool.go:900.59,902.4 1 1
miniclaudecode-go/tools/git_tool.go:903.3,903.19 1 1
miniclaudecode-go/tools/git_tool.go:905.15,907.62 2 1
miniclaudecode-go/tools/git_tool.go:907.62,909.4 1 1
miniclaudecode-go/tools/git_tool.go:910.3,910.59 1 1
miniclaudecode-go/tools/git_tool.go:910.59,912.4 1 1
miniclaudecode-go/tools/git_tool.go:914.16,916.59 2 0
miniclaudecode-go/tools/git_tool.go:916.59,918.4 1 0
miniclaudecode-go/tools/git_tool.go:920.15,921.27 1 0
miniclaudecode-go/tools/git_tool.go:923.13,925.59 2 0
miniclaudecode-go/tools/git_tool.go:925.59,927.4 1 0
miniclaudecode-go/tools/git_tool.go:929.16,930.34 1 0
miniclaudecode-go/tools/git_tool.go:932.16,933.28 1 0
miniclaudecode-go/tools/git_tool.go:935.14,937.64 2 0
miniclaudecode-go/tools/git_tool.go:937.64,939.4 1 0
miniclaudecode-go/tools/git_tool.go:940.3,940.63 1 0
miniclaudecode-go/tools/git_tool.go:940.63,942.4 1 0
miniclaudecode-go/tools/git_tool.go:944.13,946.50 2 1
miniclaudecode-go/tools/git_tool.go:946.50,948.4 1 0
miniclaudecode-go/tools/git_tool.go:949.3,949.61 1 1
miniclaudecode-go/tools/git_tool.go:951.14,953.59 2 0
miniclaudecode-go/tools/git_tool.go:953.59,955.4 1 0
miniclaudecode-go/tools/git_tool.go:957.18,959.59 2 0
miniclaudecode-go/tools/git_tool.go:959.59,961.4 1 0
miniclaudecode-go/tools/git_tool.go:963.18,965.63 2 0
miniclaudecode-go/tools/git_tool.go:965.63,967.4 1 0
miniclaudecode-go/tools/git_tool.go:969.17,971.59 2 0
miniclaudecode-go/tools/git_tool.go:971.59,973.4 1 0
miniclaudecode-go/tools/git_tool.go:973.9,975.4 1 0
miniclaudecode-go/tools/git_tool.go:977.19,979.59 2 0
miniclaudecode-go/tools/git_tool.go:979.59,981.4 1 0
miniclaudecode-go/tools/git_tool.go:983.18,985.50 2 1
miniclaudecode-go/tools/git_tool.go:985.50,987.4 1 1
miniclaudecode-go/tools/git_tool.go:988.3,988.64 1 1
miniclaudecode-go/tools/git_tool.go:990.18,992.60 2 0
miniclaudecode-go/tools/git_tool.go:992.60,994.4 1 0
miniclaudecode-go/tools/git_tool.go:994.9,994.69 1 0
miniclaudecode-go/tools/git_tool.go:994.69,996.4 1 0
miniclaudecode-go/tools/git_tool.go:996.9,998.4 1 0
miniclaudecode-go/tools/git_tool.go:999.3,1000.16 2 0
miniclaudecode-go/tools/git_tool.go:1001.14,1002.54 1 0
miniclaudecode-go/tools/git_tool.go:1002.54,1004.5 1 0
miniclaudecode-go/tools/git_tool.go:1005.4,1005.69 1 0
miniclaudecode-go/tools/git_tool.go:1005.69,1007.5 1 0
miniclaudecode-go/tools/git_tool.go:1008.17,1009.63 1 0
miniclaudecode-go/tools/git_tool.go:1009.63,1011.5 1 0
miniclaudecode-go/tools/git_tool.go:1014.12,1016.48 2 1
miniclaudecode-go/tools/git_tool.go:1016.48,1018.4 1 1
miniclaudecode-go/tools/git_tool.go:1019.3,1019.51 1 1
miniclaudecode-go/tools/git_tool.go:1019.51,1021.4 1 1
miniclaudecode-go/tools/git_tool.go:1022.3,1022.63 1 1
miniclaudecode-go/tools/git_tool.go:1022.63,1024.4 1 1
miniclaudecode-go/tools/git_tool.go:1024.9,1026.4 1 1
miniclaudecode-go/tools/git_tool.go:1028.12,1030.19 2 1
miniclaudecode-go/tools/git_tool.go:1030.19,1032.4 1 1
miniclaudecode-go/tools/git_tool.go:1033.3,1034.17 2 1
miniclaudecode-go/tools/git_tool.go:1034.17,1036.4 1 1
miniclaudecode-go/tools/git_tool.go:1037.3,1038.48 2 1
miniclaudecode-go/tools/git_tool.go:1038.48,1040.4 1 1
miniclaudecode-go/tools/git_tool.go:1041.3,1041.36 1 1
miniclaudecode-go/tools/git_tool.go:1043.17,1045.51 2 1
miniclaudecode-go/tools/git_tool.go:1045.51,1047.4 1 1
miniclaudecode-go/tools/git_tool.go:1048.3,1048.48 1 1
miniclaudecode-go/tools/git_tool.go:1048.48,1050.4 1 1
miniclaudecode-go/tools/git_tool.go:1051.3,1051.63 1 1
miniclaudecode-go/tools/git_tool.go:1051.63,1053.4 1 1
miniclaudecode-go/tools/git_tool.go:1053.9,1055.4 1 1
miniclaudecode-go/tools/git_tool.go:1057.16,1059.48 2 1
miniclaudecode-go/tools/git_tool.go:1059.48,1061.4 1 1
miniclaudecode-go/tools/git_tool.go:1062.3,1062.59 1 1
miniclaudecode-go/tools/git_tool.go:1062.59,1064.4 1 1
miniclaudecode-go/tools/git_tool.go:1064.9,1064.66 1 1
miniclaudecode-go/tools/git_tool.go:1064.66,1066.4 1 1
miniclaudecode-go/tools/git_tool.go:1066.9,1068.4 1 1
miniclaudecode-go/tools/git_tool.go:1070.21,1072.19 2 1
miniclaudecode-go/tools/git_tool.go:1072.19,1074.4 1 1
miniclaudecode-go/tools/git_tool.go:1075.3,1076.55 2 1
miniclaudecode-go/tools/git_tool.go:1076.55,1078.4 1 1
miniclaudecode-go/tools/git_tool.go:1079.3,1079.58 1 1
miniclaudecode-go/tools/git_tool.go:1079.58,1081.4 1 1
miniclaudecode-go/tools/git_tool.go:1082.3,1082.30 1 1
miniclaudecode-go/tools/git_tool.go:1084.16,1086.19 2 1
miniclaudecode-go/tools/git_tool.go:1086.19,1088.4 1 1
miniclaudecode-go/tools/git_tool.go:1089.3,1090.55 2 1
miniclaudecode-go/tools/git_tool.go:1090.55,1092.4 1 1
miniclaudecode-go/tools/git_tool.go:1093.3,1093.52 1 1
miniclaudecode-go/tools/git_tool.go:1093.52,1095.4 1 1
miniclaudecode-go/tools/git_tool.go:1096.3,1096.30 1 1
miniclaudecode-go/tools/git_tool.go:1098.15,1100.48 2 1
miniclaudecode-go/tools/git_tool.go:1100.48,1102.4 1 1
miniclaudecode-go/tools/git_tool.go:1103.3,1103.52 1 1
miniclaudecode-go/tools/git_tool.go:1103.52,1105.4 1 1
miniclaudecode-go/tools/git_tool.go:1106.3,1106.60 1 1
miniclaudecode-go/tools/git_tool.go:1106.60,1108.4 1 1
miniclaudecode-go/tools/git_tool.go:1110.15,1111.53 1 1
miniclaudecode-go/tools/git_tool.go:1111.53,1113.4 1 1
miniclaudecode-go/tools/git_tool.go:1113.9,1113.70 1 1
miniclaudecode-go/tools/git_tool.go:1113.70,1116.4 2 1
miniclaudecode-go/tools/git_tool.go:1116.9,1118.4 1 1
miniclaudecode-go/tools/git_tool.go:1120.16,1122.53 2 1
miniclaudecode-go/tools/git_tool.go:1122.53,1124.4 1 1
miniclaudecode-go/tools/git_tool.go:1124.9,1126.4 1 1
miniclaudecode-go/tools/git_tool.go:1127.3,1128.50 2 1
miniclaudecode-go/tools/git_tool.go:1128.50,1130.4 1 1
miniclaudecode-go/tools/git_tool.go:1131.3,1131.45 1 1
miniclaudecode-go/tools/git_tool.go:1133.15,1135.63 2 1
miniclaudecode-go/tools/git_tool.go:1135.63,1136.89 1 1
miniclaudecode-go/tools/git_tool.go:1136.89,1138.5 1 1
miniclaudecode-go/tools/git_tool.go:1140.3,1140.88 1 1
miniclaudecode-go/tools/git_tool.go:1140.88,1142.4 1 1
miniclaudecode-go/tools/git_tool.go:1144.18,1146.50 2 1
miniclaudecode-go/tools/git_tool.go:1146.50,1148.4 1 1
